,periodIndex,totalInQueue,requestStartWaiting,arrivalEvent,requestWaitingTime,requestProcessed,totalTimeInSystem,requestCancelled,nextPeriodOptimalServers,CurrentPeriodNumberOfServers,periodReward,nextPeriodReward
467,467,20.690885929723784,86008,86008,0.8058452679182191,86027,2.4719875289927145,5.0,42.0,43,73112.0,71072.0
468,468,18.337343631382645,83700,83700,0.7336617428467795,83687,2.400188095148587,5.0,42.0,42,71072.0,70969.0
469,469,17.266079251294304,83574,83574,0.695970821096264,83575,2.363077198429069,2.0,41.0,42,70969.0,69461.0
470,470,18.49763224520351,81772,81772,0.7590097592132111,81782,2.425747750547167,7.0,39.0,41,69461.0,67319.0
471,471,23.251324107295403,79051,79051,1.0016900310447423,79028,2.668720243723665,3.0,39.0,39,67319.0,65512.0
472,472,15.547964264792032,77193,77193,0.6689682356183606,77224,2.337355573062523,4.0,39.0,39,65512.0,66079.0
473,473,17.189033444106624,77773,77773,0.7447970360488075,77779,2.410310013286783,0.0,39.0,39,66079.0,66554.0
474,474,18.88385409969568,78280,78280,0.8195804584614054,78260,2.4849497609447293,2.0,42.0,39,66554.0,71817.0
475,475,21.44477143262904,84451,84451,0.8591223899399036,84432,2.5257264919306683,5.0,43.0,42,71817.0,73471.0
476,476,21.4745406986165,86350,86350,0.8459073135728737,86389,2.5140307587315887,6.0,43.0,43,73471.0,72393.0
477,477,17.96418771258154,85315,85315,0.7034409853192429,85293,2.370679791884714,0.0,37.0,43,72393.0,62598.0
478,478,16.546188600339786,73680,73680,0.75508757353788,73704,2.422817422058112,2.0,35.0,37,62598.0,59459.0
479,479,17.081337656756652,69971,69971,0.8114463792239281,69965,2.4760324591096188,2.0,26.0,35,59459.0,43313.0
480,480,10.913679952476592,51101,51101,0.6769105721041336,51113,2.346633721979791,0.0,21.0,26,43313.0,35070.0
481,481,9.873109604325808,41369,41369,0.7429702118885873,41376,2.4131670557519187,2.0,20.0,21,35070.0,32588.0
482,482,6.668537155636881,38587,38587,0.5202982741173409,38588,2.1884134397051147,0.0,20.0,20,32588.0,32818.0
483,483,7.782672858211011,38823,38823,0.6014027921610795,38818,2.269890805400028,0.0,19.0,20,32818.0,31259.0
484,484,7.351450088780946,36965,36965,0.6037010259915245,36965,2.2701040018548104,2.0,24.0,19,31259.0,39510.0
485,485,9.105978217022994,46717,46717,0.6016480415252328,46710,2.270849049820137,0.0,31.0,24,39510.0,51557.0
486,486,11.697876575183146,60861,60861,0.6204206020659125,60863,2.289188565291765,2.0,35.0,31,51557.0,59541.0
487,487,16.98577041520654,70060,70060,0.8160760549905048,70047,2.482914349680283,2.0,39.0,35,59541.0,65097.0
488,488,13.866357172016366,76809,76809,0.5950265152989964,76797,2.2588103277041047,0.0,41.0,39,65097.0,69293.0
489,489,17.568665952635964,81587,81587,0.7240246314135087,81596,2.39124629621518,1.0,42.0,41,69293.0,71298.0
490,490,18.54713903568865,83907,83907,0.7489619103862255,83898,2.4149016531918,0.0,43.0,42,71298.0,72818.0
491,491,18.55684054324333,85725,85725,0.7318102333104035,85718,2.397501548132557,0.0,42.0,43,72818.0,70602.0
492,492,17.17070754956572,83188,83188,0.6856994559794175,83202,2.354034935287624,0.0,42.0,42,70602.0,71160.0
493,493,18.062706869939166,83759,83759,0.7276790950558997,83763,2.391410279508912,1.0,41.0,42,71160.0,69297.0
494,494,17.475911636164984,81608,81608,0.7216300371638357,81600,2.3864313156423576,1.0,40.0,41,69297.0,68147.0
495,495,19.9629549103559,80175,80175,0.8396858073350792,80165,2.50782835271544,6.0,39.0,40,68147.0,66781.0
496,496,21.62337192170069,78496,78496,0.9257529097492194,78505,2.5922391759395933,8.0,39.0,39,66781.0,66882.0
497,497,22.66928118709763,78592,78592,0.9740586873962076,78609,2.642998845002294,9.0,40.0,39,66882.0,67515.0
498,498,16.624662623996635,79547,79547,0.696683225059572,79521,2.3628238722621493,2.0,42.0,40,67515.0,70260.0
499,499,15.32408236347359,82839,82839,0.6139593328146921,82866,2.2798010080075075,2.0,43.0,42,70260.0,74156.0
500,500,25.997840348502667,87127,87127,1.021221256255174,87080,2.688653885335444,8.0,42.0,43,74156.0,71590.0
501,501,19.40894663439188,84175,84175,0.7867169105568009,84202,2.4525712067320877,4.0,38.0,42,71590.0,64575.0
502,502,17.931043708585648,75972,75972,0.7940416839755399,75987,2.463352865146957,4.0,35.0,38,64575.0,59705.0
503,503,17.662326140461335,70228,70228,0.8409318549912598,70217,2.506738792897924,4.0,20.0,35,59705.0,33835.0
504,504,10.95750061037285,39814,39814,0.870583962573927,39841,2.531954124095168,2.0,17.0,20,33835.0,27741.0
505,505,6.514088637590033,32837,32837,0.5892311928333657,32841,2.256965351118574,0.0,14.0,17,27741.0,21389.0
506,506,3.231611106814139,25586,25586,0.3047243197174498,25589,1.96785952183563,0.0,14.0,14,21389.0,22072.0
507,507,4.160879208182992,26266,26266,0.4225177917830022,26272,2.087026394236017,0.0,15.0,14,22072.0,23268.0
508,508,4.063847320192498,27768,27768,0.3750426027911497,27768,2.040210182152893,0.0,18.0,15,23268.0,30012.0
509,509,8.93562654550572,35432,35432,0.7836135171852873,35412,2.4525533444911747,0.0,25.0,18,30012.0,40992.0
510,510,9.075549428784203,48494,48494,0.5680375655584761,48492,2.2329698508716764,0.0,28.0,25,40992.0,46526.0
511,511,11.087328789960123,54930,54930,0.6413367472830253,54926,2.307466137509336,0.0,30.0,28,46526.0,49933.0
512,512,11.636324438859733,58935,58935,0.6379026401336723,58933,2.3065444679380924,0.0,31.0,30,49933.0,52652.0
513,513,15.332231513506414,61960,61960,0.819820391041974,61955,2.486564413362583,1.0,33.0,31,52652.0,55055.0
514,514,12.761673477590945,64954,64954,0.6453474696087373,64955,2.31185980979341,0.0,34.0,33,55055.0,56985.0
515,515,13.79566527214469,67191,67191,0.6716007972778183,67185,2.3371056204078897,0.0,32.0,34,56985.0,54493.0
516,516,15.214212809390151,64104,64104,0.7911110337721651,64093,2.452340820340517,0.0,33.0,32,54493.0,54520.0
517,517,11.122183708838822,64428,64428,0.5518562216472311,64420,2.2171981958447056,0.0,32.0,33,54520.0,53316.0
518,518,12.494459401684711,62893,62893,0.6456326297487558,62916,2.3136110673158554,0.0,31.0,32,53316.0,51749.0
519,519,12.418685891800012,61038,61038,0.6574031814198192,61049,2.328031561248824,0.0,30.0,31,51749.0,49537.0
520,520,10.003245493806409,58543,58543,0.5390679088968247,58537,2.202579595526139,0.0,30.0,30,49537.0,50836.0
521,521,14.051739816061788,59839,59839,0.7753109246112494,59848,2.440409205341438,4.0,31.0,30,50836.0,51607.0
522,522,11.694804179743397,60913,60913,0.6145581046657546,60913,2.279810838223437,2.0,33.0,31,51607.0,54653.0
523,523,11.03788273125817,64560,64560,0.5542318641066427,64556,2.220007869432647,1.0,34.0,33,54653.0,56563.0
524,524,11.888725349151192,66773,66773,0.5835715511464087,66763,2.247698993026548,0.0,33.0,34,56563.0,55023.0
525,525,12.464029059273294,64915,64915,0.6203582342462053,64923,2.2856365487148484,0.0,29.0,33,55023.0,49053.0
526,526,13.789645783046575,57757,57757,0.791436673846817,57759,2.459860248957712,2.0,28.0,29,49053.0,47279.0
527,527,12.628107254334171,55693,55693,0.7400212021427742,55679,2.4046179211641885,0.0,20.0,28,47279.0,33831.0
528,528,10.038045634065156,39815,39815,0.8142139384831156,39837,2.4802155955241134,2.0,15.0,20,33831.0,24556.0
529,529,5.932516633224205,29041,29041,0.6034407906190852,29056,2.2652095652247706,0.0,14.0,15,24556.0,22074.0
530,530,4.45412918520443,26273,26273,0.4513152166512316,26274,2.1178088937896784,0.0,17.0,14,22074.0,26951.0
531,531,4.719514807476035,32059,32059,0.4112664837121292,32051,2.0775686470978725,0.0,15.0,17,26951.0,24809.0
532,532,6.7045,29309,29309,0.6863949403202603,29309,2.352804665754198,0.0,18.0,15,24809.0,30292.0
533,533,9.41830217614971,35713,35713,0.8355875640832461,35701,2.5023311427027384,3.0,23.0,18,30292.0,37741.0
534,534,8.427170273164595,44636,44636,0.581033269708096,44641,2.249487990687933,0.0,27.0,23,37741.0,44897.0
535,535,10.910700359825425,53006,53006,0.6544106580751773,52997,2.3242617114790654,0.0,30.0,27,44897.0,49963.0
536,536,11.70586203493536,58972,58972,0.6410156931563257,58963,2.307802898336138,0.0,32.0,30,49963.0,53678.0
537,537,13.71750223813787,63287,63287,0.7084151479843982,63287,2.3765369512904635,3.0,32.0,32,53678.0,55012.0
538,538,18.552344420330087,64619,64619,0.9675832826883284,64621,2.634321258702905,3.0,33.0,32,55012.0,55726.0
539,539,14.718452987101154,65625,65625,0.7435415731755324,65632,2.4097656708743034,2.0,32.0,33,55726.0,54553.0
540,540,15.29190702588484,64162,64162,0.7958717170282411,64159,2.4587395299605395,2.0,32.0,32,54553.0,53979.0
541,541,13.998844146980472,63604,63604,0.7191110790928219,63588,2.3835109304574,3.0,32.0,32,53979.0,55223.0
542,542,20.20375725405534,64829,64829,1.052487305572331,64841,2.7202269296872363,6.0,31.0,32,55223.0,51875.0
543,543,12.730535466088718,61171,61171,0.6728986750089164,61178,2.33853836859392,1.0,31.0,31,51875.0,51636.0
544,544,11.71184017683381,60932,60932,0.6183211458719198,60936,2.2829290927347143,0.0,30.0,31,51636.0,51534.0
545,545,18.39564784125127,60558,60558,1.0057985941505,60555,2.670110058178937,7.0,31.0,30,51534.0,52680.0
546,546,15.731820261936411,61991,61991,0.8417001338068835,61989,2.5095463350252887,3.0,32.0,31,52680.0,53477.0
547,547,12.423484483589071,63088,63088,0.6397652112469829,63077,2.3039933766992484,0.0,33.0,32,53477.0,56655.0
548,548,18.77417356590824,66560,66560,0.9520571428695078,66555,2.6189999017006924,0.0,33.0,33,56655.0,54947.0
549,549,13.234517970661512,64836,64836,0.6558888227195144,64853,2.324956347681967,2.0,29.0,33,54947.0,48304.0
550,550,11.460913628030148,57011,57011,0.6451570294041903,57004,2.313393635853965,0.0,26.0,29,48304.0,43239.0
551,551,10.38665578745455,51034,51034,0.6460421814271186,51039,2.3114130137670976,0.0,22.0,26,43239.0,35999.0
552,552,7.720883098081795,42599,42599,0.5476114584220341,42599,2.2127659598155884,0.0,18.0,22,35999.0,30024.0
553,553,8.316132458989602,35411,35411,0.721875966299607,35430,2.386340142182517,2.0,16.0,18,30024.0,26555.0
554,554,7.322663045979657,31352,31352,0.7124590056971176,31355,2.379696376073303,0.0,17.0,16,26555.0,28008.0
555,555,6.640068562664923,33112,33112,0.6108016669168225,33108,2.278152744660332,0.0,17.0,17,28008.0,27598.0
556,556,5.663307186050465,32702,32702,0.509604103393185,32698,2.173092931500196,0.0,21.0,17,27598.0,33771.0
557,557,6.1804029683678126,40070,40070,0.4496220200679309,40071,2.1122630975615597,0.0,26.0,21,33771.0,44386.0
558,558,14.185084292763158,52224,52224,0.8940506847100147,52204,2.5574433050160152,6.0,30.0,26,44386.0,50151.0
559,559,11.57247589838834,59151,59151,0.6364286440936033,59151,2.301358609565072,0.0,33.0,30,50151.0,55125.0
560,560,13.486964319321592,65016,65016,0.6698562275596437,65028,2.337393021763419,1.0,35.0,33,55125.0,58791.0
561,561,14.30730082164902,69305,69305,0.6811381151778383,69291,2.346845342971878,0.0,36.0,35,58791.0,61353.0
562,562,17.456845084679045,72177,72177,0.810222636288994,72162,2.4745725099886378,3.0,36.0,36,61353.0,61985.0
563,563,21.84490381701164,72811,72811,1.0151526796701549,72824,2.6820123020291047,13.0,36.0,36,61985.0,60476.0
564,564,15.829509880408054,71292,71292,0.7286501146419104,71279,2.3965238958894783,1.0,35.0,36,60476.0,59926.0
565,565,18.742373970828726,70473,70473,0.8991070672183099,70462,2.563719218389465,12.0,34.0,35,59926.0,58343.0
566,566,19.580713250885086,68551,68551,0.9637846029885812,68561,2.6304987684090837,6.0,34.0,34,58343.0,58161.0
567,567,18.66638896423451,68362,68362,0.9177329290877057,68367,2.583965584319324,2.0,34.0,34,58161.0,56279.0
568,568,11.892552905308465,66458,66458,0.5824530004362379,66479,2.252846570717293,0.0,33.0,34,56279.0,55867.0
569,569,15.702893937654585,65801,65801,0.7892364169180919,65797,2.4568051508274245,10.0,34.0,33,55867.0,57770.0
570,570,16.057319782462276,67990,67990,0.7896483839105788,67970,2.454223750747298,0.0,35.0,34,57770.0,59372.0
571,571,16.100400270108924,69862,69862,0.7703941671620848,69875,2.4378415702039105,1.0,36.0,35,59372.0,61203.0
572,572,17.001429606011868,72004,72004,0.7949508078383036,72003,2.4619802203443983,0.0,36.0,36,61203.0,62066.0
573,573,21.313250325549863,72876,72876,0.9886608592309406,72887,2.653068909348622,7.0,32.0,36,62066.0,54077.0
574,574,14.226667394389258,63683,63683,0.7441659907612993,63677,2.410367507075825,0.0,30.0,32,54077.0,51148.0
575,575,14.72909263743974,60134,60134,0.8142903097797742,60148,2.4758937713033657,0.0,21.0,30,51148.0,34421.0
576,576,7.751360417443161,40717,40717,0.5844454187639831,40721,2.255587477570025,0.0,17.0,21,34421.0,27582.0
577,577,5.684912280701754,32677,32677,0.5113884345743461,32682,2.1791935889572134,0.0,16.0,17,27582.0,26123.0
578,578,6.072044443327217,30921,30921,0.5727644412624855,30923,2.2357072833878218,0.0,14.0,16,26123.0,22975.0
579,579,5.97177363507936,27178,27178,0.6434586205958359,27175,2.3097407655468043,0.0,15.0,14,22975.0,24050.0
580,580,4.941515487039719,28548,28548,0.4939414112016476,28550,2.164584011021755,0.0,19.0,15,24050.0,30457.0
581,581,5.938098248148817,36159,36159,0.477329939182512,36157,2.148474451826799,0.0,24.0,19,30457.0,40361.0
582,582,10.479460771256916,47576,47576,0.7089462721659116,47561,2.373232104353568,0.0,27.0,24,40361.0,45580.0
583,583,12.374257579482666,53690,53690,0.7579543150289537,53686,2.424653215638157,2.0,30.0,27,45580.0,50755.0
584,584,14.3879562588211,59745,59745,0.7964769255763309,59761,2.4646012104295894,2.0,32.0,30,50755.0,54647.0
585,585,17.46369853800867,64279,64279,0.9055550417360512,64265,2.572026323685154,6.0,33.0,32,54647.0,54674.0
586,586,11.08724442379182,64566,64566,0.552946292240046,64574,2.2160916056461746,0.0,34.0,33,54674.0,56265.0
587,587,11.704275961192955,66478,66478,0.567228554870971,66465,2.231944707039452,0.0,33.0,34,56265.0,54625.0
588,588,11.370099706068814,64532,64532,0.5673755423025347,64525,2.2351688224941504,0.0,33.0,33,54625.0,55179.0
589,589,13.56329945680743,65101,65101,0.6790627049185064,65088,2.3487087136474964,3.0,32.0,33,55179.0,53771.0
590,590,13.86738216002042,63357,63357,0.7198710326990506,63377,2.388614154983823,2.0,31.0,32,53771.0,51897.0
591,591,12.105547529276343,61207,61207,0.6496610700707913,61197,2.3140529341402,0.0,30.0,31,51897.0,51334.0
592,592,16.516690507649134,60333,60333,0.9133233484478792,60340,2.5813770724592064,2.0,30.0,30,51334.0,51101.0
593,593,16.293477528468433,60108,60108,0.8925211539296714,60110,2.557751110630811,3.0,31.0,30,51101.0,51925.0
594,594,12.609480576775722,61220,61220,0.6769373865083499,61225,2.345207117401982,0.0,32.0,31,51925.0,54546.0
595,595,17.286070799429577,64170,64170,0.8903788293068877,64158,2.5557765172645426,4.0,34.0,32,54546.0,56846.0
596,596,13.698110384335855,67038,67038,0.6684577414286569,67049,2.33577317530366,1.0,32.0,34,56846.0,54299.0
597,597,15.427147954099835,63915,63915,0.8025281281321265,63908,2.46791677909966,3.0,29.0,32,54299.0,48174.0
598,598,10.96967928516775,56859,56859,0.6151931255989248,56874,2.281816780725616,0.0,27.0,29,48174.0,45435.0
599,599,12.43637030920268,53543,53543,0.7486809415173326,53538,2.414091723870236,1.0,24.0,27,45435.0,40366.0
600,600,11.33620879362704,47583,47583,0.7687842071212859,47584,2.436855638190229,6.0,20.0,24,40366.0,33570.0
601,601,9.8802767064152,39570,39570,0.7866991086737116,39576,2.456936254363269,2.0,19.0,20,33570.0,30447.0
602,602,5.696030911335681,36140,36140,0.4566387256963055,36147,2.1231494384348117,0.0,18.0,19,30447.0,28923.0
603,603,5.449438471300975,34333,34333,0.4683559074973454,34323,2.134965603287753,0.0,19.0,18,28923.0,30486.0
604,604,5.833653187114462,36177,36177,0.4683520135672769,36186,2.1343479636923632,0.0,23.0,19,30486.0,37417.0
605,605,7.607737746793678,44321,44321,0.519448440864372,44317,2.187378834573318,0.0,29.0,23,37417.0,47922.0
606,606,10.24383961763144,56644,56644,0.5754192394879454,56622,2.239992009937993,0.0,32.0,29,47922.0,54504.0
607,607,16.4322237492263,64104,64104,0.8559179264531765,64116,2.522555803831798,4.0,36.0,32,54504.0,60846.0
608,608,15.963071721806328,71657,71657,0.743316385572589,71646,2.410437226933713,0.0,38.0,36,60846.0,63718.0
609,609,14.633505664107048,75111,75111,0.6454861470557495,75118,2.31112124832654,0.0,39.0,38,63718.0,66341.0
610,610,18.189814007048888,78049,78049,0.7819757169243714,78044,2.446014676051352,1.0,40.0,39,66341.0,68678.0
611,611,22.38540592757353,80705,80705,0.9416041295853772,80699,2.6093754008917256,7.0,39.0,40,68678.0,65606.0
612,612,15.857105083200365,77303,77303,0.6867931099657776,77312,2.3521955237504018,2.0,38.0,39,65606.0,64381.0
613,613,16.41603994070733,75795,75795,0.727424522579941,75787,2.3929017177587046,2.0,38.0,38,64381.0,64761.0
614,614,18.381915175028656,76170,76170,0.8172084355354262,76167,2.4847432428912475,2.0,37.0,38,64761.0,62513.0
615,615,16.136001658671745,73631,73631,0.7255631042623003,73625,2.3906803993015835,4.0,36.0,37,62513.0,61706.0
616,616,19.116218092784447,72508,72508,0.8915771360042987,72506,2.5555784007491944,0.0,36.0,36,61706.0,61369.0
617,617,18.403108268887568,72181,72181,0.8626825202783188,72184,2.529351241569341,5.0,36.0,36,61369.0,61002.0
618,618,16.57458808130582,71794,71794,0.7725286307228681,71802,2.436303812758829,0.0,39.0,36,61002.0,65579.0
619,619,16.231353144336005,77270,77270,0.6977083800385037,77279,2.364461593299314,0.0,40.0,39,65579.0,68142.0
620,620,19.306467995802727,80156,80156,0.813232304946502,80142,2.480850660161613,0.0,38.0,40,68142.0,65177.0
621,621,21.02545022349689,76596,76596,0.9237129740938482,76595,2.58847430728974,6.0,35.0,38,65177.0,58407.0
622,622,13.309873565738508,68894,68894,0.6309939922072234,68907,2.300487119390868,0.0,33.0,35,58407.0,55873.0
623,623,15.344131376776703,65775,65775,0.7765653445901004,65779,2.443257084947209,2.0,26.0,33,55873.0,44116.0
624,624,14.039225454593128,51927,51927,0.8773600653587807,51943,2.543299377840722,9.0,22.0,26,44116.0,36519.0
625,625,9.448072859011774,43118,43118,0.6912394359973668,43119,2.3636049415732656,0.0,20.0,22,36519.0,33237.0
626,626,8.768115407999705,39242,39242,0.6973693374986747,39237,2.3662890606835103,0.0,18.0,20,33237.0,29469.0
627,627,6.973997500602925,34855,34855,0.600994381335767,34869,2.267217146047696,0.0,20.0,18,29469.0,33163.0
628,628,8.220901408450704,39185,39185,0.6563864997310187,39166,2.3221496663271086,1.0,24.0,20,33163.0,38897.0
629,629,7.323419945643707,46093,46093,0.4839800180397854,46097,2.1514793077149625,0.0,30.0,24,38897.0,51251.0
630,630,16.830313849951512,60285,60285,0.9295449450587068,60263,2.5961803907882097,4.0,35.0,30,51251.0,60096.0
631,631,18.980546748594783,70593,70593,0.9109478147216908,70602,2.5740551804916163,2.0,39.0,35,60096.0,65265.0
632,632,15.177480596348206,76976,76976,0.6494510661981345,76965,2.316137405044695,0.0,42.0,39,65265.0,70664.0
633,633,16.607503874924188,83265,83265,0.6718889660693402,83267,2.341443086779876,1.0,42.0,42,70664.0,70685.0
634,634,16.732041135892334,83285,83285,0.6723250875231926,83285,2.3371774788337483,0.0,43.0,42,70685.0,73554.0
635,635,21.632861635220127,86482,86482,0.8509866002379527,86463,2.516079504254817,3.0,42.0,43,73554.0,72430.0
636,636,24.238857938718663,85007,85007,0.9832604047422082,85030,2.6518203248789622,0.0,42.0,42,72430.0,70611.0
637,637,16.967813058653274,83208,83208,0.6774497123232432,83211,2.343634336136886,0.0,40.0,42,70611.0,68857.0
638,638,22.47438606074725,80890,80890,0.9499943424090518,80866,2.616901917670023,3.0,40.0,40,68857.0,69111.0
639,639,24.08497948277508,81116,81116,1.014434097858807,81129,2.678640430889055,6.0,39.0,40,69111.0,66457.0
640,640,19.32123784627861,78157,78157,0.8296452125199166,78163,2.496063469616156,2.0,39.0,39,66457.0,67089.0
641,641,23.11324128340121,78826,78826,0.9890412297001994,78822,2.655061613768688,11.0,40.0,39,67089.0,68823.0
642,642,23.512229845488108,80839,80839,0.9896482285896578,80838,2.6563118750822525,5.0,42.0,40,68823.0,72090.0
643,643,22.7483790910501,84724,84724,0.91417422125138,84714,2.5799955962869907,8.0,43.0,42,72090.0,73201.0
644,644,20.68271748161851,86100,86100,0.8077149183702863,86104,2.474157756961761,1.0,42.0,43,73201.0,71706.0
645,645,21.154133307917142,84319,84319,0.8460352572922702,84312,2.512057530332882,2.0,37.0,42,71706.0,62749.0
646,646,16.7233604648997,73825,73825,0.7667601178854573,73852,2.432734935917959,1.0,35.0,37,62749.0,58917.0
647,647,14.349187370810196,69433,69433,0.6845654606586372,69429,2.352100833584464,4.0,26.0,35,58917.0,43058.0
648,648,9.787934644763618,50837,50837,0.598515539658576,50858,2.262376817298618,0.0,21.0,26,43058.0,35440.0
649,649,10.772363913208984,41753,41753,0.8213941974471509,41749,2.488797160773956,3.0,18.0,21,35440.0,28925.0
650,650,5.736478711162255,34322,34322,0.4830082285535391,34325,2.147914137977887,0.0,20.0,18,28925.0,32010.0
651,651,5.953013390419188,38018,38018,0.4530308638114811,38010,2.1206318038587906,0.0,21.0,20,32010.0,33776.0
652,652,6.195296857761615,40067,40067,0.4570800720167095,40076,2.1230754465734587,0.0,24.0,21,33776.0,39341.0
653,653,7.821890017792707,46542,46542,0.5186857633419023,46541,2.1834910456965337,0.0,32.0,24,39341.0,53437.0
654,654,12.609802593047691,63046,63046,0.6453085019571297,63037,2.3097751009805987,0.0,35.0,32,53437.0,60049.0
655,655,19.552494506008323,70579,70579,0.932224591159964,70567,2.5972289743008967,6.0,39.0,35,60049.0,65181.0
656,656,14.437357630979498,76862,76862,0.6212479734702877,76881,2.2906747861806256,0.0,41.0,39,65181.0,69699.0
657,657,19.180642805573303,82030,82030,0.7848897051751937,82005,2.450282210101079,2.0,42.0,41,69699.0,71874.0
658,658,21.15369870793696,84475,84475,0.8510066466401247,84474,2.5159585350444784,0.0,43.0,42,71874.0,73232.0
659,659,20.58781289111389,86144,86144,0.8107975866097672,86138,2.4782092683502497,2.0,42.0,43,73232.0,71328.0
660,660,19.82362774694063,83918,83918,0.7918888927178106,83931,2.458306150949732,1.0,42.0,42,71328.0,70855.0
661,661,17.94114902692615,83467,83467,0.7209061548228616,83461,2.389356926418914,2.0,41.0,42,70855.0,69751.0
662,662,19.97605170000823,82053,82053,0.817567054257937,82066,2.484881762276544,5.0,40.0,41,69751.0,67954.0
663,663,19.65614674235364,79954,79954,0.8180022968567341,79954,2.4857866443726038,0.0,39.0,40,67954.0,66626.0
664,664,18.83375469764264,78355,78355,0.812795964952102,78335,2.478489192274003,3.0,39.0,39,66626.0,66147.0
665,665,18.084752178888987,77863,77863,0.781166516234257,77868,2.44775241169348,7.0,39.0,39,66147.0,66469.0
666,666,18.903076340085438,78189,78189,0.8205120240577044,78169,2.48578918313103,0.0,42.0,39,66469.0,70537.0
667,667,16.551374297843147,83125,83125,0.6645030899037713,83137,2.327842411045377,0.0,43.0,42,70537.0,73400.0
668,668,20.947988391724824,86302,86302,0.8240995825894742,86306,2.489195515575309,2.0,43.0,43,73400.0,72381.0
669,669,17.841294770166723,85284,85284,0.6969105741427128,85281,2.362619075805702,0.0,38.0,43,72381.0,64093.0
670,670,16.5501329492577,75478,75478,0.7307467522580944,75499,2.398153892994739,2.0,36.0,38,64093.0,60709.0
671,671,15.822487104013057,71515,71515,0.7335714817975524,71509,2.4014695858264536,0.0,0.0,36,60709.0,
