,periodIndex,totalInQueue,requestStartWaiting,arrivalEvent,requestWaitingTime,requestProcessed,totalTimeInSystem,requestCancelled,nextPeriodOptimalServers,CurrentPeriodNumberOfServers,nextPeriodReward,periodReward
470,470,8.460801998057445,81202,81202,0.301416678992475,81205,1.8049318394404184,0.0,40.0,41,67439.0,68905.0
471,471,8.72354694485842,79448,79448,0.312415666382187,79439,1.8134885179824216,0.0,40.0,40,67323.0,67439.0
472,472,8.284793864854642,79325,79325,0.299787161866669,79323,1.799732915119764,0.0,39.0,40,66786.0,67323.0
473,473,9.752533669098495,78464,78464,0.362296275591126,78486,1.8629420304312656,0.0,40.0,39,67627.0,66786.0
474,474,8.901686673757787,79647,79647,0.3204118773670005,79627,1.8201963883123389,0.0,42.0,40,71812.0,67627.0
475,475,9.757618115739447,84409,84409,0.3373005408734551,84412,1.8363395734089052,0.0,43.0,42,74046.0,71812.0
476,476,10.55561762064358,86954,86954,0.3625088594784255,86946,1.8637002189508396,0.0,42.0,43,71838.0,74046.0
477,477,9.467958410990375,84420,84420,0.3298435307316287,84438,1.8272010047712763,0.0,37.0,42,62080.0,71838.0
478,478,8.036272992951693,73178,73178,0.3044927965055548,73180,1.8024905912903872,0.0,35.0,37,59280.0,62080.0
479,479,8.13618107210695,69786,69786,0.3288115460257825,69780,1.8266712355489167,0.0,26.0,35,42348.0,59280.0
480,480,5.751098423177287,50134,50134,0.2871171184270459,50148,1.7883620106542948,0.0,22.0,26,35605.0,42348.0
481,481,5.002647979244122,42202,42202,0.285407521793628,42205,1.7842633262718424,0.0,20.0,22,32396.0,35605.0
482,482,4.523054584247022,38391,38391,0.2833374366522432,38396,1.781263039355814,0.0,19.0,20,31533.0,32396.0
483,483,5.517329032963429,37234,37234,0.3682798073449427,37233,1.8726066061948805,0.0,20.0,19,32099.0,31533.0
484,484,4.567813029789296,38109,38109,0.2752152849895884,38099,1.7703325742443563,0.0,24.0,20,38960.0,32099.0
485,485,5.444829676324403,46156,46156,0.2871041387107531,46160,1.7890277359614817,0.0,31.0,24,52367.0,38960.0
486,486,8.093975279042265,61689,61689,0.3572746555730703,61667,1.8583274688900244,0.0,35.0,31,59717.0,52367.0
487,487,8.750684626826251,70204,70204,0.3601128394936133,70217,1.8619740089550592,0.0,39.0,35,65840.0,59717.0
488,488,8.616625326456422,77568,77568,0.3171642830210356,77540,1.817335055457117,0.0,41.0,39,69372.0,65840.0
489,489,8.88182633164828,81662,81662,0.3138304139876218,81672,1.8133065545078693,0.0,42.0,41,71550.0,69372.0
490,490,9.220757688800465,84139,84139,0.3239483566184067,84150,1.8225274384889445,0.0,43.0,42,73539.0,71550.0
491,491,10.102276695693316,86445,86445,0.3471939554967305,86439,1.8498431671947837,0.0,41.0,43,71301.0,73539.0
492,492,11.1817148281419,83599,83599,0.4038872087201329,83601,1.9038208714188,0.0,42.0,41,71264.0,71301.0
493,493,9.55654022549207,83862,83862,0.3282577887243698,83864,1.8272985416596448,0.0,41.0,42,70404.0,71264.0
494,494,10.333480688692417,82712,82712,0.3669133167254384,82704,1.8664435208628372,0.0,40.0,41,67523.0,70404.0
495,495,8.316720921820906,79513,79513,0.3022973697144186,79523,1.800385626782938,0.0,39.0,40,66810.0,67523.0
496,496,9.015733502886135,78506,78506,0.3392622529137576,78510,1.8359719716941785,0.0,39.0,39,66630.0,66810.0
497,497,9.369355707894176,78346,78346,0.3474747702686172,78330,1.8451445570981728,0.0,39.0,39,66952.0,66630.0
498,498,9.589638835907218,78650,78650,0.3596706885456734,78652,1.8601362159620525,0.0,42.0,39,70534.0,66952.0
499,499,9.050887851621347,83125,83125,0.3099985121044455,83134,1.813705657097243,0.0,44.0,42,74007.0,70534.0
500,500,8.89056774377766,87216,87216,0.2937975381982863,87207,1.7928822503081847,0.0,42.0,44,71062.0,74007.0
501,501,9.347073451810518,83657,83657,0.3179478430568189,83662,1.8175094170399135,0.0,38.0,42,63997.0,71062.0
502,502,8.44531495256944,75393,75393,0.315223246396293,75397,1.8151653511568029,0.0,36.0,38,60954.0,63997.0
503,503,8.284720479576189,71746,71746,0.3310990029328755,71754,1.8340003741669717,0.0,20.0,36,33224.0,60954.0
504,504,5.837687982215248,39208,39208,0.3644655305779843,39224,1.8651901203651415,0.0,18.0,20,28519.0,33224.0
505,505,4.080530850472485,33926,33926,0.2706957382912168,33919,1.775983402693352,0.0,16.0,18,25426.0,28519.0
506,506,3.867885705411911,30215,30215,0.2822742206973999,30226,1.7795685581744962,0.0,16.0,16,25343.0,25426.0
507,507,4.162137578169414,30156,30156,0.2993857830093478,30143,1.804448592451057,0.0,16.0,16,26158.0,25343.0
508,508,4.66688199095638,30949,30949,0.349494488845142,30958,1.8518675082408824,0.0,18.0,16,29457.0,26158.0
509,509,5.160329162715287,34861,34861,0.3440322956618251,34857,1.840296693436344,0.0,23.0,18,38895.0,29457.0
510,510,6.294094860979599,45814,45814,0.3668416739523504,45795,1.8658407858492416,0.0,27.0,23,46086.0,38895.0
511,511,7.72231985940246,54164,54164,0.3939393596904443,54186,1.89481402030878,0.0,30.0,27,50777.0,46086.0
512,512,7.640645894624231,59794,59794,0.3505696637904478,59777,1.8486096192212371,0.0,32.0,30,53853.0,50777.0
513,513,7.216360335829362,63449,63449,0.316896085206828,63453,1.815973122296407,0.0,32.0,32,54719.0,53853.0
514,514,8.244011049556962,64313,64313,0.3654931856612397,64319,1.8656441778410184,0.0,34.0,32,56249.0,54719.0
515,515,6.990067301752447,66460,66460,0.2857252742757577,66449,1.7886353348767163,0.0,33.0,34,54560.0,56249.0
516,516,6.761710964846171,64461,64461,0.2822634795795349,64460,1.7833183800255967,0.0,32.0,33,54281.0,54560.0
517,517,7.784484236445525,63880,63880,0.3441431099745957,63881,1.8457379631506896,0.0,32.0,32,54407.0,54281.0
518,518,7.831404064600881,64012,64012,0.3494440578252761,64007,1.849124388332268,0.0,31.0,32,52090.0,54407.0
519,519,7.57535879227293,61380,61380,0.3373862897061954,61390,1.8405991587400865,0.0,31.0,31,51159.0,52090.0
520,520,6.388489719161921,60457,60457,0.2876131404296195,60459,1.7939997927283953,0.0,30.0,31,50815.0,51159.0
521,521,7.784486179076842,59813,59813,0.3577690589732227,59815,1.8593590452786724,0.0,31.0,30,52181.0,50815.0
522,522,7.686554079759167,61498,61498,0.3405774050623696,61481,1.8393561616207568,0.0,32.0,31,54390.0,52181.0
523,523,8.298263027295285,63984,63984,0.3591219411473723,63990,1.8592483538963471,0.0,34.0,32,57424.0,54390.0
524,524,8.110051158591634,67619,67619,0.3311126196197752,67624,1.828425191766212,0.0,33.0,34,55720.0,57424.0
525,525,7.864501971856922,65617,65617,0.3333759479213476,65620,1.8345798563397264,0.0,29.0,33,49093.0,55720.0
526,526,7.394888762515294,57794,57794,0.3503146370175495,57793,1.851049670895634,0.0,27.0,29,45853.0,49093.0
527,527,7.323332362365278,53941,53941,0.3703719560519063,53953,1.8713002885241408,0.0,20.0,27,31706.0,45853.0
528,528,4.3710727969348655,37703,37703,0.2573186655750343,37706,1.7537210342941882,0.0,18.0,20,29221.0,31706.0
529,529,4.889813676345408,34636,34636,0.3248005120603751,34621,1.822772524103908,0.0,15.0,18,24066.0,29221.0
530,530,4.035954444746764,28545,28545,0.3230950098799331,28566,1.826884404023771,0.0,14.0,15,22932.0,24066.0
531,531,4.515004210365153,27135,27135,0.3810297019853302,27132,1.878171550197959,0.0,16.0,14,26685.0,22932.0
532,532,5.650638922735651,31487,31487,0.4271912347229169,31485,1.9251647026070056,0.0,18.0,16,29354.0,26685.0
533,533,4.981654487713132,34757,34757,0.3322665310123927,34754,1.832858184162549,0.0,24.0,18,40243.0,29354.0
534,534,6.661927563439998,47447,47447,0.3684670156096122,47443,1.870887432321922,0.0,27.0,24,45880.0,40243.0
535,535,7.522090615121898,53979,53979,0.3788850509006288,53980,1.8766425457206055,0.0,30.0,27,50235.0,45880.0
536,536,7.409801074234127,59237,59237,0.3310243722587594,59235,1.828439949138714,0.0,32.0,30,53653.0,50235.0
537,537,7.602898971332753,63264,63264,0.329424855134833,63253,1.8345350473538296,0.0,33.0,32,56000.0,53653.0
538,538,8.204891231318214,65908,65908,0.3478132466566999,65900,1.8512647742361332,0.0,34.0,33,56395.0,56000.0
539,539,6.970597748738517,66601,66601,0.2839767306450886,66595,1.785007809455391,0.0,33.0,34,54566.0,56395.0
540,540,6.712621195514712,64463,64463,0.2810603573168289,64466,1.7819749063939536,0.0,32.0,33,53646.0,54566.0
541,541,7.689326090148289,63237,63237,0.3264435421678521,63246,1.8279332404803623,0.0,32.0,32,53456.0,53646.0
542,542,7.034892242097198,63057,63057,0.3066604741716072,63056,1.807787503568253,0.0,31.0,32,52375.0,53456.0
543,543,7.33907241123651,61666,61666,0.3313385661620654,61675,1.8289050914810832,0.0,31.0,31,52041.0,52375.0
544,544,7.301438284081987,61350,61350,0.3262828196458265,61341,1.8278506170790687,0.0,30.0,31,51000.0,52041.0
545,545,8.163150127308995,59997,59997,0.3765654710859583,60000,1.8797689190642948,0.0,32.0,30,53025.0,51000.0
546,546,6.793372420830523,62621,62621,0.292211404653807,62625,1.7920282036232429,0.0,32.0,32,53775.0,53025.0
547,547,7.300025924365663,63381,63381,0.3208002088195236,63375,1.822143076996784,0.0,33.0,32,55025.0,53775.0
548,548,7.150179304106225,64936,64936,0.3039598946522977,64925,1.8064927059530955,0.0,32.0,33,53687.0,55025.0
549,549,7.536385949513174,63273,63273,0.3259966954884216,63287,1.8267056799917376,0.0,29.0,32,49692.0,53687.0
550,550,8.082812731798176,58385,58385,0.3855394149830962,58392,1.8844503142051332,0.0,26.0,29,44210.0,49692.0
551,551,7.247337233723372,52017,52017,0.3827782912454758,52010,1.8826843295785975,0.0,21.0,26,34960.0,44210.0
552,552,5.521023398426701,41247,41247,0.339645535690106,41260,1.841076675755051,0.0,19.0,21,30463.0,34960.0
553,553,4.386306894565009,36164,36164,0.2756999528545158,36163,1.7743761917913294,0.0,16.0,19,25517.0,30463.0
554,554,4.120772764931837,30311,30311,0.295135497923313,30317,1.7946132285546146,0.0,18.0,16,29442.0,25517.0
555,555,5.0714716162468365,34839,34839,0.3494047279723598,34842,1.857024575797436,0.0,16.0,18,25848.0,29442.0
556,556,4.467786007046811,30652,30652,0.3296838481032968,30648,1.8291129366368544,0.0,20.0,16,32762.0,25848.0
557,557,5.277055555555555,38771,38771,0.3287028479375732,38762,1.827067812078738,0.0,25.0,20,42077.0,32762.0
558,558,6.430028526279065,49579,49579,0.3435591587631975,49577,1.8413120573436423,0.0,30.0,25,51289.0,42077.0
559,559,8.338326033440966,60293,60293,0.3852876147893115,60289,1.8855068520702485,0.0,32.0,30,54380.0,51289.0
560,560,7.666262758074288,63989,63989,0.3408315890304836,63980,1.8400191007433937,0.0,35.0,32,58330.0,54380.0
561,561,7.2155610079780255,68820,68820,0.2903352799479803,68830,1.7894530067049774,0.0,36.0,35,61181.0,58330.0
562,562,9.304136551104577,71980,71980,0.361869998002319,71981,1.865007609560184,0.0,36.0,36,61544.0,61181.0
563,563,8.741106479420454,72358,72358,0.3531042550747437,72344,1.8531989110851712,0.0,36.0,36,61704.0,61544.0
564,564,9.088875871984664,72504,72504,0.3626162191948764,72504,1.862049315516735,0.0,36.0,36,60160.0,61704.0
565,565,7.4901844051853725,70963,70963,0.2933744419366252,70960,1.7939886857676406,0.0,35.0,36,59138.0,60160.0
566,566,8.539280475229118,69646,69646,0.3382598137328427,69638,1.836479962987373,0.0,34.0,35,57053.0,59138.0
567,567,8.156430075141754,67247,67247,0.3292675246127327,67253,1.828783605736205,0.0,33.0,34,56230.0,57053.0
568,568,8.144387272918198,66133,66133,0.3493667152577265,66130,1.846824237621186,0.0,33.0,33,55951.0,56230.0
569,569,7.968227196061449,65840,65840,0.3396566755088489,65851,1.8390156638410031,0.0,34.0,33,57508.0,55951.0
570,570,7.967250840856789,67702,67702,0.3340683298465233,67708,1.8390935368744057,0.0,35.0,34,59160.0,57508.0
571,571,8.0814484940818,69662,69662,0.324564997962759,69660,1.82123271381214,0.0,37.0,35,62277.0,59160.0
572,572,7.906690864750669,73379,73379,0.3029778850375922,73377,1.8006159095229892,0.0,36.0,37,60816.0,62277.0
573,573,8.243905215968121,71620,71620,0.3239708654036308,71616,1.8227992904704755,0.0,32.0,36,53232.0,60816.0
574,574,7.474862212662992,62822,62822,0.3169226409352694,62832,1.8184069478416616,0.0,30.0,32,50738.0,53232.0
575,575,7.329693630520077,59733,59733,0.34174660107679,59738,1.842871071785376,0.0,21.0,30,35290.0,50738.0
576,576,6.308304338305068,41584,41584,0.3856373905963504,41590,1.878729192317016,0.0,17.0,21,26754.0,35290.0
577,577,4.034459383120551,31847,31847,0.2703156825039723,31854,1.7725209877799448,0.0,16.0,17,25332.0,26754.0
578,578,4.1639578427209205,30141,30141,0.2954176647400807,30132,1.793859493844035,0.0,15.0,16,23199.0,25332.0
579,579,3.5819764557304588,27692,27692,0.2604486453602461,27699,1.7581733615015955,0.0,17.0,15,27349.0,23199.0
580,580,4.0140530973451325,32448,32448,0.2853857175985151,32449,1.78373497162812,0.0,19.0,17,31713.0,27349.0
581,581,5.47302462731393,37426,37426,0.3677340343369498,37413,1.8642908804399128,0.0,23.0,19,38518.0,31713.0
582,582,6.283393144140375,45425,45425,0.3626409941500025,45418,1.8672121321394848,0.0,27.0,23,45777.0,38518.0
583,583,7.729993129136079,53873,53873,0.3883682385701695,53877,1.8912677507470488,0.0,30.0,27,50940.0,45777.0
584,584,7.5775181040158,59943,59943,0.3535995274655407,59940,1.8537280226988029,0.0,32.0,30,53608.0,50940.0
585,585,7.060150128940063,63211,63211,0.3084941666491786,63208,1.807664267560303,0.0,33.0,32,55074.0,53608.0
586,586,7.286387705023893,64974,64974,0.3068262319395535,64974,1.806580335022758,0.0,34.0,33,56972.0,55074.0
587,587,7.873287883483111,67164,67164,0.3147575374279427,67172,1.8135733219960348,0.0,33.0,34,55875.0,56972.0
588,588,7.925769620330867,65780,65780,0.3379124090003114,65775,1.836132477579277,0.0,32.0,33,54535.0,55875.0
589,589,8.430145324507341,64139,64139,0.3661431060784191,64135,1.8654961952030813,0.0,32.0,32,53838.0,54535.0
590,590,7.442109546675348,63435,63435,0.3170326245143678,63438,1.8131699302378832,0.0,30.0,32,51500.0,53838.0
591,591,8.381330685203576,60501,60501,0.3893958026890177,60500,1.8897057964954032,0.0,30.0,30,50853.0,51500.0
592,592,7.965485260019874,59861,59861,0.3628259511421212,59856,1.864213943158868,1.0,30.0,30,49903.0,50853.0
593,593,6.613623694006366,58898,58898,0.3039789018066878,58903,1.806569688194818,0.0,31.0,30,52482.0,49903.0
594,594,7.985422127301557,61786,61786,0.3509678992291113,61782,1.8506162865207232,0.0,32.0,31,53731.0,52482.0
595,595,7.36566982342717,63345,63345,0.3200148127368232,63331,1.821113241595999,0.0,33.0,32,55821.0,53731.0
596,596,7.892254701459259,65706,65706,0.3371243692813359,65721,1.836777079087732,0.0,32.0,33,54553.0,55821.0
597,597,8.09601938174681,64144,64144,0.3547242444399192,64153,1.853541645524154,0.0,29.0,32,49690.0,54553.0
598,598,8.294363222606048,58390,58390,0.3928527875282745,58390,1.8933618952676423,0.0,27.0,29,44724.0,49690.0
599,599,6.256777184319258,52822,52822,0.3042632260252116,52824,1.806076123597659,0.0,25.0,27,40654.0,44724.0
600,600,5.497242107733834,48145,48145,0.2776331700965349,48154,1.7738855856658908,0.0,20.0,25,32360.0,40654.0
601,601,4.922866058149369,38366,38366,0.2992054031616167,38360,1.7976665954145008,0.0,18.0,20,28820.0,32360.0
602,602,4.169392679983912,34217,34217,0.2812312243026428,34220,1.7845992255090066,0.0,19.0,18,30972.0,28820.0
603,603,4.911541551370169,36673,36673,0.3198345442144545,36672,1.8209576679993225,0.0,19.0,19,31815.0,30972.0
604,604,6.147112365775796,37509,37509,0.4133610805560206,37515,1.9160251472208127,0.0,22.0,19,35800.0,31815.0
605,605,5.215405518394649,42416,42416,0.2994323660836487,42400,1.8014004784435986,0.0,28.0,22,46915.0,35800.0
606,606,6.850275263599888,55308,55308,0.3327945131939639,55315,1.8316268884623577,0.0,32.0,28,54364.0,46915.0
607,607,8.194243149939352,63978,63978,0.3553628078811163,63964,1.853777429050817,0.0,36.0,32,61280.0,54364.0
608,608,8.726807573264924,72074,72074,0.3408953048066392,72080,1.8367484803257323,0.0,38.0,36,64019.0,61280.0
609,609,8.277889913261689,75420,75420,0.3127079537215124,75419,1.8104614858097137,0.0,39.0,38,66055.0,64019.0
610,610,8.792302898099097,77760,77760,0.3235872940689703,77755,1.8218391077723048,0.0,40.0,39,68827.0,66055.0
611,611,10.218808149805676,80831,80831,0.3717644708376328,80827,1.8714085016090305,0.0,39.0,40,66113.0,68827.0
612,612,9.087009662022206,77818,77818,0.3323784243809229,77813,1.83324986376941,0.0,38.0,39,65314.0,66113.0
613,613,9.866297150882826,76703,76703,0.3715062374786479,76717,1.870333702413704,1.0,38.0,38,64296.0,65314.0
614,614,8.557785912546764,75694,75694,0.3243297020922338,75696,1.822791465228016,0.0,37.0,38,62564.0,64296.0
615,615,8.607567315345978,73674,73674,0.328270029627246,73664,1.828199661730158,0.0,36.0,37,61522.0,62564.0
616,616,9.051418367761048,72328,72328,0.355107180130511,72322,1.8531189532507537,0.0,36.0,36,61559.0,61522.0
617,617,8.70653842496366,72359,72359,0.3495713044637025,72359,1.8480049723389296,0.0,36.0,36,60998.0,61559.0
618,618,8.482295979229528,71780,71780,0.335364542946596,71798,1.833693984215457,0.0,39.0,36,65449.0,60998.0
619,619,8.395635263612792,77164,77164,0.30604403400816,77149,1.8047845388442112,0.0,40.0,39,67752.0,65449.0
620,620,8.758631620322822,79745,79745,0.3186330961916416,79752,1.8188898338778643,0.0,39.0,40,65457.0,67752.0
621,621,8.300935185685713,77150,77150,0.3037841117974497,77157,1.802590452977443,0.0,35.0,39,58347.0,65457.0
622,622,7.306275818966174,68868,68868,0.2952415120677869,68847,1.7980000500761495,0.0,32.0,35,53865.0,58347.0
623,623,7.927330552492369,63452,63452,0.3385176691921598,63465,1.8399873939125688,0.0,27.0,32,44587.0,53865.0
624,624,6.076592860370538,52678,52678,0.2962191719459981,52687,1.796031566650686,0.0,22.0,27,36449.0,44587.0
625,625,5.770216289945441,43048,43048,0.3328857761933448,43049,1.829595682735272,0.0,19.0,22,31104.0,36449.0
626,626,4.946386808372066,36796,36796,0.3199944437664523,36804,1.8164202857750376,0.0,20.0,19,32548.0,31104.0
627,627,5.477252453166815,38546,38546,0.3304841203280065,38548,1.8352265407956696,0.0,19.0,20,31135.0,32548.0
628,628,5.283310201249132,36849,36849,0.3384388054139035,36835,1.8392956977634656,0.0,24.0,19,39063.0,31135.0
629,629,5.353559554077841,46258,46258,0.2840079957364335,46263,1.78211983195301,0.0,31.0,24,52923.0,39063.0
630,630,8.294228474533693,62218,62218,0.3715580935735316,62223,1.8682278494348048,0.0,35.0,31,59826.0,52923.0
631,631,8.875127730674695,70348,70348,0.3652945942523385,70326,1.8662871224841204,0.0,39.0,35,66538.0,59826.0
632,632,9.12498269373576,78240,78240,0.3438882869308112,78238,1.84395366716189,0.0,41.0,39,69856.0,66538.0
633,633,9.377636143218943,82153,82153,0.3342887882574117,82156,1.836392741172025,0.0,42.0,41,71619.0,69856.0
634,634,10.018445430803284,84213,84213,0.3421080879274799,84219,1.84189182195822,0.0,43.0,42,73603.0,71619.0
635,635,10.507442126129758,86510,86510,0.3549756826705796,86503,1.8564868135690828,0.0,43.0,43,72122.0,73603.0
636,636,8.689258123850399,85014,85014,0.2948437504275747,85022,1.7938028327072946,0.0,42.0,43,71651.0,72122.0
637,637,9.77923856798333,84258,84258,0.3368118614697563,84251,1.836603470541328,0.0,41.0,42,68978.0,71651.0
638,638,8.694039987305617,81268,81268,0.3067190095752336,81278,1.805850834492523,0.0,40.0,41,67167.0,68978.0
639,639,8.566154770299564,79196,79196,0.3039392422877386,79167,1.803791779146306,0.0,39.0,40,67010.0,67167.0
640,640,10.31724731495624,78683,78683,0.3819439009620334,78710,1.8834538645518355,0.0,40.0,39,67407.0,67010.0
641,641,8.35592956210067,79414,79414,0.302441193670705,79407,1.8025545220177992,0.0,39.0,40,67427.0,67407.0
642,642,10.783475816978092,79140,79140,0.3995021765435778,79127,1.9020763065125472,0.0,42.0,39,72335.0,67427.0
643,643,10.643109540636042,84952,84952,0.3693632687832479,84935,1.8701640951064944,0.0,43.0,42,73850.0,72335.0
644,644,10.658044926138944,86719,86719,0.3639494971440621,86750,1.8660871051412709,0.0,42.0,43,71773.0,73850.0
645,645,9.74832510373925,84387,84387,0.3420924394120441,84373,1.84248055499864,0.0,37.0,42,63282.0,71773.0
646,646,9.480550797206485,74370,74370,0.3659266762956978,74385,1.863506046956002,1.0,35.0,37,58606.0,63282.0
647,647,7.824257092913809,69090,69090,0.3132381523636569,69106,1.817983379875812,0.0,26.0,35,42541.0,58606.0
648,648,5.8445926610755246,50345,50345,0.2893345819878672,50341,1.792328654236562,0.0,22.0,26,36403.0,42541.0
649,649,5.43322129405368,42991,42991,0.3203011136550873,43003,1.8229770384626969,0.0,18.0,22,29628.0,36403.0
650,650,4.8669838075198975,35033,35033,0.3387475206010211,35028,1.8337069671535304,0.0,20.0,18,32188.0,29628.0
651,651,4.789348171701113,38195,38195,0.2936294878070228,38188,1.7958048903904238,0.0,21.0,20,34854.0,32188.0
652,652,5.588798820928519,41152,41152,0.342258579071141,41154,1.8386305550432132,0.0,24.0,21,40398.0,34854.0
653,653,6.433000525486075,47588,47588,0.360600310161055,47598,1.863522929318742,0.0,30.0,24,50747.0,40398.0
654,654,7.4696053736356,59765,59765,0.3447160949890122,59747,1.8436921916645943,0.0,35.0,30,59913.0,50747.0
655,655,9.141011619958988,70416,70416,0.375687698908713,70419,1.8778908627447923,2.0,38.0,35,65137.0,59913.0
656,656,9.602915385201944,76563,76563,0.3613863870445854,76537,1.859804150171036,0.0,41.0,38,69522.0,65137.0
657,657,9.301040408273956,81836,81836,0.326717969945673,81822,1.826780325305697,0.0,42.0,41,72393.0,69522.0
658,658,10.26719727754083,84954,84954,0.3625704290370496,84993,1.863330518802736,0.0,43.0,42,73491.0,72393.0
659,659,10.46829273808716,86415,86415,0.3522390399734658,86391,1.8525734150514304,0.0,42.0,43,71261.0,73491.0
660,660,9.225347163318228,83853,83853,0.3180895650308032,83861,1.8141272122542107,0.0,41.0,42,70845.0,71261.0
661,661,10.46034028277019,83159,83159,0.3755844422984848,83145,1.8740634513991563,0.0,40.0,41,68628.0,70845.0
662,662,9.636252443250632,80624,80624,0.3518281100746817,80628,1.8514429400205517,0.0,40.0,40,67623.0,68628.0
663,663,9.085125311372073,79609,79609,0.3239231534847608,79623,1.823863010636094,0.0,39.0,40,66991.0,67623.0
664,664,9.84489443681402,78686,78686,0.3685577798625796,78691,1.8722593670993568,0.0,40.0,39,67308.0,66991.0
665,665,8.694281562970266,79309,79309,0.3077032149754135,79308,1.8076795474875136,0.0,40.0,40,67333.0,67308.0
666,666,8.43023498422137,79322,79322,0.3045144401783859,79333,1.804727147710106,0.0,42.0,40,71455.0,67333.0
667,667,9.835187629643595,84075,84075,0.3405643988922278,84055,1.84228302335182,0.0,43.0,42,73166.0,71455.0
668,668,9.717939527085624,86059,86059,0.3297282836257409,86066,1.831082977545209,0.0,42.0,43,71308.0,73166.0
669,669,9.33565871959917,83909,83909,0.324109934305221,83908,1.822103593295617,0.0,38.0,42,64697.0,71308.0
670,670,8.761988670477981,76093,76093,0.3331563800244835,76097,1.832422825154056,0.0,35.0,38,59624.0,64697.0
671,671,8.204303063052814,70121,70121,0.3351101503519607,70124,1.8320848741553415,0.0,0.0,35,,59624.0
